Year,Distance,Engine_capacity(cm3),Age,km_year
2013,104000.0,2979.0,9,11555.555555555557
2018,67859.0,1500.0,4,16964.75
2004,207000.0,1800.0,18,11500.0
2012,156000.0,1200.0,10,15600.0
2016,147000.0,2200.0,6,24500.0
2006,200000.0,3000.0,16,12500.0
2008,235000.0,2200.0,14,16785.714285714286
2006,85000.0,1500.0,16,5312.5
2011,241000.0,1800.0,11,21909.090909090908
2013,200000.0,2000.0,9,22222.222222222223
2012,89000.0,4000.0,10,8900.0
2011,166000.0,1200.0,11,15090.90909090909
2018,33000.0,1600.0,4,8250.0
1995,285000.0,2000.0,27,10555.555555555557
2004,100000.0,3200.0,18,5555.555555555556
2013,299208.0,1500.0,9,33245.333333333336
2014,130000.0,2200.0,8,16250.0
2010,180000.0,1600.0,12,15000.0
2005,230000.0,1339.0,17,13529.411764705885
2011,110000.0,2000.0,11,10000.0
2014,175204.0,1500.0,8,21900.5
2014,123000.0,1500.0,8,15375.0
2005,291300.0,1400.0,17,17135.29411764706
2017,153899.0,1500.0,5,30779.8
2011,154000.0,1400.0,11,14000.0
2015,143000.0,1995.0,7,20428.571428571428
2016,143000.0,2000.0,6,23833.33333333333
2004,183454.0,1300.0,18,10191.888888888889
1997,220000.0,2300.0,25,8800.0
2001,413000.0,2500.0,21,19666.666666666668
2007,125000.0,2200.0,15,8333.333333333334
2013,248886.0,2200.0,9,27654.0
2007,26000.0,1461.0,15,1733.3333333333333
2008,204000.0,3999.0,14,14571.42857142857
2007,111111.0,1500.0,15,7407.4
2014,107000.0,2998.0,8,13375.0
2006,267000.0,1400.0,16,16687.5
2015,216000.0,2200.0,7,30857.14285714286
2009,224650.0,1500.0,13,17280.76923076923
2016,63000.0,2500.0,6,10500.0
2000,225431.0,1200.0,22,10246.863636363636
2009,255000.0,2000.0,13,19615.384615384617
2008,182000.0,1500.0,14,13000.0
2005,290000.0,3000.0,17,17058.823529411766
2016,170500.0,1400.0,6,28416.666666666668
1997,286000.0,2800.0,25,11440.0
2006,231144.0,2200.0,16,14446.5
1999,300000.0,2000.0,23,13043.478260869566
2020,34500.0,1500.0,2,17250.0
2011,166700.0,1300.0,11,15154.545454545454
2009,187000.0,1400.0,13,14384.615384615385
2013,78000.0,2500.0,9,8666.666666666666
1994,230000.0,1500.0,28,8214.285714285714
2016,106000.0,1500.0,6,17666.666666666668
2009,69958.0,3000.0,13,5381.384615384615
2018,19000.0,1800.0,4,4750.0
2002,222222.0,1800.0,20,11111.1
2006,317678.0,2700.0,16,19854.875
2013,176000.0,1500.0,9,19555.555555555555
2001,146000.0,1800.0,21,6952.380952380952
2017,80515.0,3200.0,5,16103.0
1993,111111.0,2000.0,29,3831.413793103448
2011,240000.0,1800.0,11,21818.18181818182
2007,219020.0,2000.0,15,14601.333333333334
2018,69000.0,1400.0,4,17250.0
2008,235000.0,1500.0,14,16785.714285714286
2003,220000.0,1800.0,19,11578.947368421052
2012,134000.0,1200.0,10,13400.0
2012,159500.0,2500.0,10,15950.0
2012,165500.0,1200.0,10,16550.0
2012,180000.0,1400.0,10,18000.0
2006,270000.0,200.0,16,16875.0
2005,360000.0,2200.0,17,21176.470588235294
2004,210200.0,1396.0,18,11677.777777777776
2014,70000.0,1600.0,8,8750.0
2016,174000.0,1600.0,6,29000.0
2012,253928.0,1500.0,10,25392.8
2008,201000.0,1586.0,14,14357.142857142857
2009,240000.0,1500.0,13,18461.53846153846
2015,162000.0,1400.0,7,23142.85714285714
2017,145000.0,2000.0,5,29000.0
2014,186000.0,1600.0,8,23250.0
1998,297000.0,1800.0,24,12375.0
1993,200000.0,2000.0,29,6896.551724137931
2011,165880.0,2000.0,11,15080.0
2016,139500.0,1500.0,6,23250.0
2014,166000.0,2000.0,8,20750.0
2008,112000.0,1400.0,14,8000.0
1991,283000.0,2000.0,31,9129.032258064515
2006,170000.0,2000.0,16,10625.0
2005,159000.0,2000.0,17,9352.941176470587
2006,230000.0,2200.0,16,14375.0
2014,70000.0,3800.0,8,8750.0
2011,240000.0,2400.0,11,21818.18181818182
2011,192000.0,1400.0,11,17454.545454545456
2012,182464.0,1500.0,10,18246.4
2014,190700.0,3000.0,8,23837.5
2010,205098.0,1800.0,12,17091.5
2017,154348.0,2000.0,5,30869.6
2003,250000.0,1600.0,19,13157.894736842103
1992,200000.0,1800.0,30,6666.666666666667
2014,85000.0,2500.0,8,10625.0
2004,320000.0,3000.0,18,17777.777777777777
2006,270284.0,1600.0,16,16892.75
2004,209150.0,1390.0,18,11619.444444444443
2016,95123.0,3000.0,6,15853.833333333334
2018,118256.0,1500.0,4,29564.0
2005,208000.0,2200.0,17,12235.29411764706
2011,136000.0,2000.0,11,12363.636363636364
2005,145000.0,2400.0,17,8529.411764705883
2010,135400.0,1598.0,12,11283.333333333334
2015,142000.0,1998.0,7,20285.714285714286
2018,10000.0,1400.0,4,2500.0
2009,151000.0,1364.0,13,11615.384615384615
2012,179000.0,1400.0,10,17900.0
2011,225000.0,1461.0,11,20454.545454545456
2011,258000.0,1600.0,11,23454.545454545456
1997,190533.0,1800.0,25,7621.32
2012,209000.0,1500.0,10,20900.0
2003,239000.0,1600.0,19,12578.947368421052
2015,120000.0,1500.0,7,17142.85714285714
2008,250000.0,1500.0,14,17857.14285714286
2006,300000.0,2000.0,16,18750.0
1993,185578.0,1600.0,29,6399.241379310345
2013,200000.0,1200.0,9,22222.222222222223
1995,888888.0,1993.0,27,32921.77777777778
1998,115000.0,1900.0,24,4791.666666666667
2004,190000.0,1300.0,18,10555.555555555557
2014,153000.0,2000.0,8,19125.0
2011,260000.0,1700.0,11,23636.36363636364
1996,300000.0,1400.0,26,11538.46153846154
2018,33200.0,1600.0,4,8300.0
2015,1234.0,2000.0,7,176.28571428571428
2005,290000.0,1900.0,17,17058.823529411766
2012,245080.0,2200.0,10,24508.0
2005,233500.0,2198.0,17,13735.29411764706
2000,150000.0,1700.0,22,6818.181818181818
2018,158000.0,1499.0,4,39500.0
2008,140000.0,1999.0,14,10000.0
2007,160000.0,1598.0,15,10666.666666666666
2004,461025.0,1600.0,18,25612.5
2013,140000.0,1500.0,9,15555.555555555557
2015,192000.0,2000.0,7,27428.571428571428
2015,196000.0,1500.0,7,28000.0
2017,65000.0,4000.0,5,13000.0
2002,287656.0,1800.0,20,14382.8
2016,247183.0,2000.0,6,41197.16666666666
2015,140000.0,1995.0,7,20000.0
2014,175000.0,3000.0,8,21875.0
2018,9987.0,1999.0,4,2496.75
2011,186277.0,1500.0,11,16934.272727272728
2006,165000.0,2000.0,16,10312.5
2006,263500.0,2400.0,16,16468.75
2005,123000.0,1800.0,17,7235.294117647059
2012,94000.0,2000.0,10,9400.0
2011,255000.0,1500.0,11,23181.81818181818
1976,37364.0,1450.0,46,812.2608695652174
2015,187820.0,1800.0,7,26831.42857142857
2007,450000.0,1600.0,15,30000.0
2020,30000.0,1999.0,2,15000.0
2010,183000.0,2200.0,12,15250.0
2008,190000.0,1800.0,14,13571.42857142857
2013,189000.0,1800.0,9,21000.0
2000,180000.0,1500.0,22,8181.818181818182
2011,63000.0,1400.0,11,5727.272727272727
2011,156809.0,1400.0,11,14255.363636363636
2010,163000.0,1800.0,12,13583.333333333334
1997,23530.0,1600.0,25,941.2
2012,234200.0,3000.0,10,23420.0
2012,202000.0,2231.0,10,20200.0
1993,158325.0,1800.0,29,5459.482758620689
2013,89000.0,800.0,9,9888.888888888889
2003,113000.0,1500.0,19,5947.368421052632
1997,111111.0,1800.0,25,4444.44
2013,284555.0,1600.0,9,31617.222222222223
1990,30000.0,3500.0,32,937.5
2008,225000.0,2000.0,14,16071.42857142857
2019,87000.0,2000.0,3,29000.0
2011,215635.0,1500.0,11,19603.18181818182
2009,205146.0,1600.0,13,15780.46153846154
2006,200000.0,1390.0,16,12500.0
2012,236000.0,1400.0,10,23600.0
1986,213000.0,2000.0,36,5916.666666666667
2016,185000.0,2000.0,6,30833.33333333333
2016,156000.0,1500.0,6,26000.0
2007,300000.0,1300.0,15,20000.0
2011,266963.0,1500.0,11,24269.36363636364
2004,154000.0,1500.0,18,8555.555555555555
2004,418000.0,2000.0,18,23222.222222222223
2005,190533.0,2000.0,17,11207.823529411764
2016,70796.0,1600.0,6,11799.333333333334
2011,160000.0,1461.0,11,14545.454545454546
2016,167000.0,1500.0,6,27833.33333333333
2012,146000.0,3000.0,10,14600.0
1995,450000.0,2000.0,27,16666.666666666668
1998,333333.0,200.0,24,13888.875
2017,159000.0,2998.0,5,31800.0
2006,169036.0,1400.0,16,10564.75
2015,154000.0,2000.0,7,22000.0
1993,119119.0,1900.0,29,4107.551724137931
2012,202000.0,2000.0,10,20200.0
2012,150236.0,1600.0,10,15023.6
2010,118056.0,1500.0,12,9838.0
2006,200000.0,1400.0,16,12500.0
1995,295000.0,2000.0,27,10925.925925925923
2002,350000.0,1600.0,20,17500.0
2016,161300.0,2200.0,6,26883.33333333333
2009,27300.0,1900.0,13,2100.0
2018,35000.0,1998.0,4,8750.0
2008,330000.0,2000.0,14,23571.42857142857
2006,167000.0,1600.0,16,10437.5
2015,175000.0,1600.0,7,25000.0
2015,70000.0,1400.0,7,10000.0
2012,187000.0,1500.0,10,18700.0
2001,300000.0,1900.0,21,14285.714285714286
2006,244000.0,2400.0,16,15250.0
2017,176000.0,1400.0,5,35200.0
2006,152731.0,3300.0,16,9545.6875
2013,140000.0,1400.0,9,15555.555555555557
2002,299000.0,4700.0,20,14950.0
2012,224000.0,2000.0,10,22400.0
2012,133150.0,1500.0,10,13315.0
1988,300000.0,1800.0,34,8823.529411764706
1992,230000.0,2000.0,30,7666.666666666667
2017,78761.0,2000.0,5,15752.2
2015,99660.0,1500.0,7,14237.142857142857
2008,123000.0,2400.0,14,8785.714285714286
2012,154626.0,1600.0,10,15462.6
2014,145000.0,1400.0,8,18125.0
2010,224300.0,1600.0,12,18691.666666666668
1996,324000.0,1400.0,26,12461.53846153846
1998,190000.0,2000.0,24,7916.666666666667
2007,210000.0,2400.0,15,14000.0
2012,150950.0,1800.0,10,15095.0
2011,196186.0,2000.0,11,17835.090909090908
2012,163000.0,1500.0,10,16300.0
2009,169000.0,2143.0,13,13000.0
2004,250000.0,1400.0,18,13888.888888888889
2013,187000.0,3500.0,9,20777.777777777777
1996,300000.0,1300.0,26,11538.46153846154
2012,107000.0,1500.0,10,10700.0
2009,190000.0,200.0,13,14615.384615384615
2007,72000.0,1000.0,15,4800.0
2008,185000.0,1600.0,14,13214.285714285714
2017,16674.0,1800.0,5,3334.8
2009,121380.0,1498.0,13,9336.923076923076
2016,104000.0,2500.0,6,17333.333333333332
2009,180000.0,1600.0,13,13846.153846153846
2008,190000.0,1300.0,14,13571.42857142857
2017,145000.0,2000.0,5,29000.0
2005,130000.0,2400.0,17,7647.058823529412
2017,145000.0,2000.0,5,29000.0
2012,19000.0,1500.0,10,1900.0
2012,182000.0,1500.0,10,18200.0
2004,290000.0,2200.0,18,16111.111111111111
1993,300000.0,3000.0,29,10344.827586206897
2015,50000.0,1400.0,7,7142.857142857143
2006,196225.0,1796.0,16,12264.0625
2015,165000.0,1800.0,7,23571.42857142857
2012,233097.0,1500.0,10,23309.7
2006,310888.0,1600.0,16,19430.5
2004,280000.0,1400.0,18,15555.555555555557
1999,335000.0,1400.0,23,14565.217391304348
2016,147229.0,2200.0,6,24538.166666666668
2002,199000.0,3000.0,20,9950.0
2006,220000.0,3000.0,16,13750.0
2009,93000.0,2400.0,13,7153.846153846154
2012,162000.0,1200.0,10,16200.0
2005,230000.0,2500.0,17,13529.411764705885
1998,382000.0,2200.0,24,15916.666666666666
2013,136000.0,1600.0,9,15111.111111111111
2013,151000.0,1968.0,9,16777.777777777777
2011,207000.0,1500.0,11,18818.18181818182
2012,196000.0,1400.0,10,19600.0
2002,172300.0,1800.0,20,8615.0
2015,153000.0,1500.0,7,21857.14285714286
2008,300000.0,2000.0,14,21428.571428571428
1995,140000.0,2000.0,27,5185.185185185185
1992,393500.0,1593.0,30,13116.666666666666
2011,150000.0,2200.0,11,13636.363636363636
2013,157235.0,1199.0,9,17470.555555555555
2018,159600.0,1500.0,4,39900.0
2011,165000.0,1400.0,11,15000.0
2013,185000.0,2350.0,9,20555.555555555555
2016,134700.0,1600.0,6,22450.0
2010,250999.0,1500.0,12,20916.58333333333
2006,229000.0,1600.0,16,14312.5
2004,206744.0,600.0,18,11485.777777777776
2000,289000.0,200.0,22,13136.363636363636
2016,230000.0,2200.0,6,38333.333333333336
2007,186000.0,2700.0,15,12400.0
2006,300000.0,1400.0,16,18750.0
2014,189000.0,1500.0,8,23625.0
2002,259000.0,2500.0,20,12950.0
2010,214000.0,1390.0,12,17833.333333333332
2017,77000.0,1997.0,5,15400.0
2016,88000.0,1500.0,6,14666.666666666666
2012,135000.0,1461.0,10,13500.0
2007,300000.0,3000.0,15,20000.0
2015,153831.0,1400.0,7,21975.85714285714
2015,57000.0,2000.0,7,8142.857142857143
2005,320380.0,2000.0,17,18845.88235294117
2016,144000.0,1800.0,6,24000.0
2009,200000.0,1600.0,13,15384.615384615385
2000,317000.0,1600.0,22,14409.09090909091
2012,123000.0,1600.0,10,12300.0
2006,243000.0,2500.0,16,15187.5
2015,75000.0,2000.0,7,10714.285714285714
2015,240000.0,1995.0,7,34285.71428571428
2003,269000.0,1900.0,19,14157.894736842103
2008,152000.0,3300.0,14,10857.142857142857
1995,300000.0,1900.0,27,11111.111111111111
2011,215083.0,2000.0,11,19553.0
2012,121000.0,1600.0,10,12100.0
2020,5624.0,2000.0,2,2812.0
2005,54880.0,1600.0,17,3228.235294117647
2014,162000.0,1500.0,8,20250.0
2004,207350.0,2200.0,18,11519.444444444443
2016,180000.0,1600.0,6,30000.0
2011,165380.0,1500.0,11,15034.545454545454
2010,111111.0,2998.0,12,9259.25
2000,24000.0,1899.0,22,1090.909090909091
2012,190000.0,1400.0,10,19000.0
1986,10000.0,1800.0,36,277.77777777777777
2005,260000.0,1900.0,17,15294.117647058823
2006,200000.0,2200.0,16,12500.0
2006,266000.0,1500.0,16,16625.0
2013,85000.0,2000.0,9,9444.444444444443
1993,180000.0,2000.0,29,6206.896551724138
2010,188116.0,1400.0,12,15676.333333333334
2004,123698.0,1300.0,18,6872.111111111111
2003,300000.0,1800.0,19,15789.473684210529
2005,310000.0,2200.0,17,18235.29411764706
1993,200000.0,2700.0,29,6896.551724137931
1990,723622.0,1500.0,32,22613.1875
2008,201000.0,2700.0,14,14357.142857142857
1992,372000.0,1600.0,30,12400.0
2006,290000.0,2000.0,16,18125.0
2005,260000.0,1500.0,17,15294.117647058823
2004,277000.0,1400.0,18,15388.888888888889
2006,219000.0,1400.0,16,13687.5
2016,190000.0,1500.0,6,31666.666666666668
2004,234000.0,1500.0,18,13000.0
1998,380000.0,2000.0,24,15833.333333333334
2012,123779.0,2000.0,10,12377.9
2008,89000.0,1700.0,14,6357.142857142857
2009,230000.0,2200.0,13,17692.30769230769
1998,280000.0,1400.0,24,11666.666666666666
2008,22222.0,1500.0,14,1587.2857142857142
2010,255000.0,1481.0,12,21250.0
2012,116440.0,1400.0,10,11644.0
2016,49000.0,2000.0,6,8166.666666666667
2009,143000.0,1400.0,13,11000.0
2004,299000.0,1500.0,18,16611.11111111111
1993,225789.0,1900.0,29,7785.827586206897
2008,170000.0,3000.0,14,12142.857142857143
2012,146500.0,1200.0,10,14650.0
2007,290029.0,2200.0,15,19335.266666666663
2008,173336.0,1595.0,14,12381.142857142857
2000,300000.0,3200.0,22,13636.363636363636
1996,250000.0,998.0,26,9615.384615384615
1992,302358.0,1400.0,30,10078.6
2007,339903.0,1461.0,15,22660.2
2017,125100.0,1500.0,5,25020.0
2004,328000.0,2700.0,18,18222.222222222223
2010,230000.0,2000.0,12,19166.666666666668
2013,153200.0,1461.0,9,17022.222222222223
2018,150000.0,1461.0,4,37500.0
2014,167803.0,2000.0,8,20975.375
2020,12000.0,2000.0,2,6000.0
2007,290000.0,2200.0,15,19333.33333333333
2011,215000.0,2000.0,11,19545.454545454544
2011,237184.0,3000.0,11,21562.18181818182
2005,280000.0,2000.0,17,16470.58823529412
2017,23000.0,1200.0,5,4600.0
2003,168000.0,1800.0,19,8842.105263157895
2019,20000.0,1987.0,3,6666.666666666667
2018,41000.0,2000.0,4,10250.0
2013,79500.0,2200.0,9,8833.333333333334
2005,243000.0,1400.0,17,14294.117647058823
2000,232000.0,2000.0,22,10545.454545454546
2014,87100.0,1200.0,8,10887.5
2018,40000.0,2000.0,4,10000.0
2007,23145.0,1800.0,15,1543.0
2016,159000.0,2000.0,6,26500.0
2007,241234.0,1500.0,15,16082.266666666666
2011,104000.0,2400.0,11,9454.545454545454
2002,246000.0,3000.0,20,12300.0
2002,370000.0,1900.0,20,18500.0
2012,146815.0,1500.0,10,14681.5
2007,263236.0,1900.0,15,17549.066666666666
2014,80000.0,1398.0,8,10000.0
2014,148500.0,1500.0,8,18562.5
2015,140000.0,2500.0,7,20000.0
2015,97000.0,2000.0,7,13857.142857142857
2007,76543.0,1400.0,15,5102.866666666667
2001,457000.0,2200.0,21,21761.904761904763
2011,152000.0,1600.0,11,13818.181818181818
2018,115000.0,2000.0,4,28750.0
1994,304000.0,1600.0,28,10857.142857142857
2008,247868.0,1798.0,14,17704.85714285714
1996,310000.0,2200.0,26,11923.076923076924
2011,116318.0,1200.0,11,10574.363636363636
2004,221000.0,1900.0,18,12277.777777777776
2011,137000.0,3000.0,11,12454.545454545454
2018,30000.0,2000.0,4,7500.0
2011,167420.0,1200.0,11,15220.0
2002,200000.0,1600.0,20,10000.0
2006,186000.0,1800.0,16,11625.0
1991,25000.0,1300.0,31,806.4516129032259
2005,256000.0,1590.0,17,15058.823529411764
2009,186800.0,1300.0,13,14369.23076923077
2005,220000.0,3000.0,17,12941.176470588236
1982,213200.0,2800.0,40,5330.0
2004,189000.0,1400.0,18,10500.0
2012,189000.0,1300.0,10,18900.0
1994,250000.0,2500.0,28,8928.57142857143
2006,380000.0,1997.0,16,23750.0
2013,156000.0,1200.0,9,17333.333333333332
2011,280000.0,1600.0,11,25454.545454545456
2013,180000.0,1600.0,9,20000.0
2006,270000.0,1500.0,16,16875.0
2008,199800.0,1500.0,14,14271.42857142857
1994,11111.0,1600.0,28,396.82142857142856
2006,187000.0,2000.0,16,11687.5
2004,20341.0,1800.0,18,1130.0555555555557
2000,245000.0,1600.0,22,11136.363636363636
2015,130160.0,2200.0,7,18594.285714285717
2016,48500.0,1600.0,6,8083.333333333333
2018,21000.0,2000.0,4,5250.0
2013,220000.0,1500.0,9,24444.444444444445
2000,309986.0,3000.0,22,14090.272727272728
2001,310000.0,2000.0,21,14761.90476190476
2008,220000.0,2000.0,14,15714.285714285714
2011,256812.0,1600.0,11,23346.545454545456
2018,33000.0,1800.0,4,8250.0
2012,165000.0,2000.0,10,16500.0
2016,132000.0,1336.0,6,22000.0
2013,218000.0,2000.0,9,24222.222222222223
2016,152811.0,1995.0,6,25468.5
2004,266000.0,3000.0,18,14777.777777777776
2011,200000.0,2000.0,11,18181.81818181818
2013,118335.0,2000.0,9,13148.333333333334
2011,188000.0,2000.0,11,17090.909090909092
1988,474042.0,3000.0,34,13942.411764705885
2008,89000.0,1400.0,14,6357.142857142857
2004,244000.0,1600.0,18,13555.555555555557
2007,154210.0,2000.0,15,10280.666666666666
2010,180000.0,1800.0,12,15000.0
2003,359171.0,2000.0,19,18903.736842105263
2012,180000.0,1400.0,10,18000.0
2006,270000.0,2500.0,16,16875.0
2016,185686.0,1500.0,6,30947.666666666668
1999,200000.0,200.0,23,8695.652173913044
2006,150000.0,1400.0,16,9375.0
1996,265321.0,1600.0,26,10204.653846153846
1988,264000.0,3300.0,34,7764.705882352941
2009,600000.0,1500.0,13,46153.84615384616
2005,188000.0,1000.0,17,11058.823529411764
2014,199820.0,1600.0,8,24977.5
2005,125000.0,2000.0,17,7352.941176470588
2000,227000.0,2000.0,22,10318.181818181818
2011,130000.0,3000.0,11,11818.181818181818
1999,206000.0,1840.0,23,8956.521739130434
2010,170093.0,2500.0,12,14174.416666666666
2015,155000.0,2200.0,7,22142.85714285714
2002,3000.0,2000.0,20,150.0
2012,230000.0,1500.0,10,23000.0
1993,305000.0,2000.0,29,10517.241379310344
2005,98000.0,1000.0,17,5764.705882352941
2005,254444.0,2000.0,17,14967.29411764706
2012,220000.0,220.0,10,22000.0
1999,324000.0,1887.0,23,14086.95652173913
2010,120000.0,1100.0,12,10000.0
2010,180001.0,1500.0,12,15000.083333333334
2012,142000.0,2000.0,10,14200.0
2012,180000.0,3000.0,10,18000.0
2018,45000.0,1400.0,4,11250.0
2008,189000.0,1400.0,14,13500.0
2014,143771.0,1800.0,8,17971.375
2011,200604.0,1200.0,11,18236.727272727272
2006,252222.0,2000.0,16,15763.875
2015,167000.0,1500.0,7,23857.14285714286
2017,37000.0,1600.0,5,7400.0
2012,150000.0,1400.0,10,15000.0
2012,161380.0,1500.0,10,16138.0
2006,190000.0,1600.0,16,11875.0
2011,138777.0,1465.0,11,12616.09090909091
2011,170000.0,1300.0,11,15454.545454545454
2017,87000.0,2000.0,5,17400.0
1996,40997.0,1500.0,26,1576.8076923076924
2012,124000.0,2000.0,10,12400.0
2010,277000.0,3000.0,12,23083.33333333333
2013,129811.0,1800.0,9,14423.444444444443
2002,225779.0,1800.0,20,11288.95
2004,189000.0,1800.0,18,10500.0
1994,220000.0,1400.0,28,7857.142857142857
2001,213000.0,2000.0,21,10142.857142857143
1993,339829.0,1600.0,29,11718.241379310344
2014,165500.0,1461.0,8,20687.5
2012,149000.0,3000.0,10,14900.0
2013,98000.0,1500.0,9,10888.888888888889
2016,123000.0,2000.0,6,20500.0
2006,210000.0,2000.0,16,13125.0
2017,144444.0,1600.0,5,28888.8
2007,400000.0,2000.0,15,26666.666666666668
2015,250000.0,1461.0,7,35714.28571428572
2017,168000.0,2000.0,5,33600.0
2016,99097.0,1600.0,6,16516.166666666668
2012,96980.0,4400.0,10,9698.0
1988,370000.0,1596.0,34,10882.35294117647
2003,316000.0,3200.0,19,16631.57894736842
2015,78000.0,1400.0,7,11142.857142857143
2002,270000.0,2000.0,20,13500.0
2019,24000.0,1600.0,3,8000.0
2012,219326.0,1700.0,10,21932.6
2010,177000.0,1400.0,12,14750.0
2004,290000.0,2771.0,18,16111.111111111111
1979,89000.0,1600.0,43,2069.767441860465
2005,220000.0,1500.0,17,12941.176470588236
2018,25074.0,1996.0,4,6268.5
2016,156000.0,2200.0,6,26000.0
1999,250000.0,2400.0,23,10869.565217391304
2015,109981.0,1600.0,7,15711.57142857143
2017,44000.0,1000.0,5,8800.0
2011,194000.0,1700.0,11,17636.363636363636
2011,168000.0,1400.0,11,15272.727272727272
2004,273000.0,200.0,18,15166.666666666666
2001,30000.0,2200.0,21,1428.571428571429
2016,33371.0,1580.0,6,5561.833333333333
2015,56000.0,2500.0,7,8000.0
2016,141900.0,1500.0,6,23650.0
2018,18000.0,2999.0,4,4500.0
2004,209365.0,1100.0,18,11631.388888888889
2016,160700.0,1400.0,6,26783.33333333333
2013,98000.0,1396.0,9,10888.888888888889
2012,256000.0,1800.0,10,25600.0
2010,186000.0,1300.0,12,15500.0
2018,33000.0,1800.0,4,8250.0
2009,215000.0,1595.0,13,16538.46153846154
2016,125125.0,1998.0,6,20854.166666666668
2005,245000.0,2235.0,17,14411.764705882351
2010,158000.0,1500.0,12,13166.666666666666
2004,270000.0,1500.0,18,15000.0
2000,345678.0,2200.0,22,15712.636363636364
2011,210000.0,1300.0,11,19090.90909090909
2013,226021.0,1800.0,9,25113.444444444445
2012,210000.0,2000.0,10,21000.0
2014,170000.0,2400.0,8,21250.0
2015,95000.0,1499.0,7,13571.42857142857
2008,355000.0,3500.0,14,25357.14285714286
2013,130000.0,2000.0,9,14444.444444444443
2008,220161.0,1400.0,14,15725.785714285714
2014,160000.0,1800.0,8,20000.0
2003,220000.0,1800.0,19,11578.947368421052
2004,300000.0,2200.0,18,16666.666666666668
2003,250000.0,1800.0,19,13157.894736842103
2010,210210.0,1400.0,12,17517.5
2004,240000.0,3000.0,18,13333.333333333334
2015,135136.0,1800.0,7,19305.14285714286
2006,200000.0,1600.0,16,12500.0
2013,150000.0,1400.0,9,16666.666666666668
